,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,DraftYear
168,14,UTA,Shabazz Muhammad,"University of California, Los Angeles",5,278,4772,2504,770,151,.473,.319,.751,17.2,9.0,2.8,0.5,8.5,.085,-4.1,-2.5,2013
169,15,MIL,Giannis Antetokounmpo,,5,393,12862,6751,2946,1497,.506,.284,.746,32.7,17.2,7.5,3.8,38.9,.145,3.3,17.2,2013
170,11,DEN,Doug McDermott,Creighton University,4,264,5458,2095,617,202,.452,.403,.822,20.7,7.9,2.3,0.8,7.7,.068,-3.3,-1.7,2014
171,12,ORL,Dario Saric,,2,159,4439,2181,1033,384,.431,.355,.820,27.9,13.7,6.5,2.4,7.6,.082,-0.3,1.9,2014
172,13,MIN,Zach LaVine,"University of California, Los Angeles",4,230,6601,3218,696,738,.437,.373,.820,28.7,14.0,3.0,3.2,5.2,.038,-2.1,-0.2,2014
173,14,PHO,T.J. Warren,North Carolina State University,4,218,5874,2982,904,229,.500,.283,.754,26.9,13.7,4.1,1.1,10.9,.089,-1.2,1.2,2014
174,15,ATL,Adreian Payne,Michigan State University,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.5,-1.2,2014
175,11,IND,Myles Turner,University of Texas at Austin,3,206,5744,2620,1338,234,.498,.346,.783,27.9,12.7,6.5,1.1,15.8,.132,0.7,4.0,2015
176,12,UTA,Trey Lyles,University of Kentucky,3,224,3931,1652,881,219,.435,.358,.703,17.5,7.4,3.9,1.0,6.9,.084,-2.2,-0.2,2015
177,13,PHO,Devin Booker,University of Kentucky,3,208,6703,4120,680,721,.426,.365,.849,32.2,19.8,3.3,3.5,6.3,.045,-1.8,0.4,2015
178,14,OKC,Cameron Payne,Murray State University,3,113,1742,664,202,276,.386,.340,.750,15.4,5.9,1.8,2.4,1.8,.049,-2.7,-0.3,2015
179,15,ATL,Kelly Oubre,University of Kansas,3,223,4507,1690,757,158,.412,.322,.780,20.2,7.6,3.4,0.7,6.2,.066,-2.3,-0.3,2015
