,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,DraftYear
168,19,CLE,Sergey Karasev,,3,95,1110,287,140,87,.395,.282,.842,11.7,3.0,1.5,0.9,0.8,.036,-3.1,-0.3,2013
169,20,CHI,Tony Snell,University of New Mexico,5,368,8333,2318,888,387,.420,.380,.809,22.6,6.3,2.4,1.1,10.3,.059,-2.0,0.0,2013
170,16,CHI,Jusuf Nurkic,,4,238,5129,2483,1732,356,.485,.000,.612,21.6,10.4,7.3,1.5,8.6,.081,-0.2,2.3,2014
171,17,BOS,James Young,University of Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-4.0,-0.4,2014
172,18,PHO,Tyler Ennis,Syracuse University,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-4.6,-1.5,2014
173,19,CHI,Gary Harris,Michigan State University,4,255,7244,3141,638,534,.469,.371,.803,28.4,12.3,2.5,2.1,13.4,.089,0.3,4.2,2014
174,20,TOR,Bruno Caboclo,,4,35,213,53,36,10,.282,.242,.833,6.1,1.5,1.0,0.3,-0.4,-.080,-6.7,-0.3,2014
175,16,BOS,Terry Rozier,University of Louisville,3,193,3642,1382,666,400,.377,.355,.773,18.9,7.2,3.5,2.1,6.7,.088,-0.4,1.4,2015
176,17,MIL,Rashad Vaughn,"University of Nevada, Las Vegas",3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-5.6,-1.5,2015
177,18,HOU,Sam Dekker,University of Wisconsin,3,153,2308,807,459,114,.481,.283,.605,15.1,5.3,3.0,0.7,4.3,.090,-1.8,0.1,2015
178,19,WAS,Jerian Grant,University of Notre Dame,3,213,3979,1415,426,640,.411,.313,.784,18.7,6.6,2.0,3.0,6.6,.080,-2.0,0.0,2015
179,20,TOR,Delon Wright,University of Utah,3,123,2108,808,283,288,.455,.362,.797,17.1,6.6,2.3,2.3,6.2,.142,2.0,2.1,2015
